customer_id,customer_name,email,phone,city,loyalty_status,start_date,end_date,current_flag
CUST00571,Divya Reddy,divya.reddy571@gmail.com,+917190572187,Hyderabad,Gold,2025-01-10,,Y
CUST00508,Ayaan Gupta,ayaan.gupta508@yahoo.com,+917796705895,Hyderabad,Bronze,2024-12-25,2025-02-07,N
CUST00773,Aadhya Patel,aadhya.patel773@yahoo.com,+917630216151,Hyderabad,Silver,2025-01-10,,Y
CUST00316,Ira Krishnan,ira.krishnan316@outlook.com,+916974882601,Bangalore,Bronze,2025-01-31,2025-03-05,N
CUST00378,Karthik Bose,karthik.bose378@gmail.com,+919008819172,Mumbai,Platinum,2025-02-06,,Y
CUST00520,Nikhil Kulkarni,nikhil.kulkarni520@outlook.com,+916897980406,Chennai,Gold,2024-12-28,,Y
CUST00715,Vivaan Pillai,vivaan.pillai715@rediffmail.com,,Hyderabad,Gold,2025-01-12,,Y
CUST00041,Arjun Subramanian,arjun.subramanian41@outlook.com,+918621763599,Mumbai,Platinum,2025-01-15,,Y
CUST00940,Aadhya Sharma,aadhya.sharma940@gmail.com,+917408673616,Chennai,Gold,2025-02-26,,Y
CUST00484,Nikhil Das,nikhil.das484@outlook.com,+916367696878,,Gold,2024-12-31,,Y
CUST00247,Krishna Iyer,,+918530310012,Chennai,Platinum,2025-01-08,2025-02-11,N
CUST00072,Myra Kumar,myra.kumar72@gmail.com,+917796032641,Mumbai,Gold,2024-12-27,,Y
CUST00864,Vikram Deshmukh,,+918308078286,Hyderabad,Silver,2025-01-20,2025-03-12,N
CUST00909,Harsha Verma,harsha.verma909@yahoo.com,+919446367645,Mumbai,Platinum,2025-01-04,2025-02-15,N
CUST00901,Vihaan Mehta,vihaan.mehta901@outlook.com,+916630125024,Chennai,Silver,2025-01-13,2025-02-09,N
CUST00100,Pooja Chopra,pooja.chopra100@gmail.com,,,Platinum,2024-12-28,,Y
CUST00357,Vivaan Singh,vivaan.singh357@gmail.com,,Chennai,Silver,2025-01-23,,Y
CUST00467,Arjun Kulkarni,,+917718721725,Hyderabad,Silver,2024-12-20,,Y
CUST00941,Suresh Naidu,suresh.naidu941@outlook.com,+918318603193,Hyderabad,Platinum,2025-01-13,,Y
CUST00596,Ira Khan,ira.khan596@rediffmail.com,+918407319691,Bangalore,Silver,2025-03-01,,Y
CUST01107,Karthik Rao,karthik.rao1107@gmail.com,+917608493518,Hyderabad,Gold,2025-01-03,,Y
CUST00308,Sneha Patel,,+919552144226,,Silver,2025-01-09,,Y
CUST00035,Swetha Gupta,,+918753231631,,Silver,2025-01-16,2025-02-11,N
CUST00082,Pooja Kulkarni,pooja.kulkarni82@yahoo.com,+917261394381,Mumbai,Bronze,2024-12-30,2025-02-17,N
CUST00306,Rahul Singh,,,Chennai,Silver,2025-01-11,,Y
CUST00027,Ishaan Iyer,ishaan.iyer27@outlook.com,+918113741590,Bangalore,Gold,2024-12-20,,Y
CUST00898,Reyansh Verma,reyansh.verma898@outlook.com,+919080948143,Mumbai,Bronze,2025-01-16,,Y
CUST00521,Manoj Reddy,manoj.reddy521@outlook.com,+919091719256,Mumbai,Platinum,2025-01-12,,Y
CUST01128,Rohan Reddy,rohan.reddy1128@yahoo.com,+918694391382,Mumbai,Bronze,2024-12-26,2025-01-29,N
CUST00796,Pooja Joshi,pooja.joshi796@gmail.com,+918810399266,Chennai,Platinum,2025-01-23,,Y
CUST00851,Harsha Reddy,harsha.reddy851@rediffmail.com,,Bangalore,Silver,2025-01-09,,Y
CUST00060,Kavya Naidu,kavya.naidu60@outlook.com,+917414273777,Hyderabad,Gold,2024-12-28,,Y
CUST00147,Meera Pillai,meera.pillai147@yahoo.com,+918641864306,Hyderabad,Platinum,2025-01-22,,Y
CUST00596,Ira Khan,ira.khan596@rediffmail.com,,,Bronze,2025-01-02,2025-02-28,N
CUST00497,Vihaan Chopra,vihaan.chopra497@rediffmail.com,+917696704436,Chennai,Silver,2025-01-23,,Y
CUST00314,Madhavi Krishnan,madhavi.krishnan314@gmail.com,+916442431350,Bangalore,Gold,2025-01-19,,Y
CUST01115,Swetha Gupta,,+916516593679,Mumbai,Bronze,2024-12-28,,Y
CUST01029,Nikhil Deshmukh,,+917012582538,,Platinum,2025-01-14,,Y
CUST00897,Anika Rao,anika.rao897@rediffmail.com,,Mumbai,Silver,2025-01-11,,Y
CUST00038,Sai Reddy,,+917430630191,Bangalore,Silver,2025-01-12,2025-02-24,N
CUST00960,Gayathri Patel,gayathri.patel960@outlook.com,+917315397571,,Bronze,2025-01-07,2025-02-04,N
CUST00430,Kavya Deshmukh,kavya.deshmukh430@outlook.com,,Mumbai,Platinum,2025-01-09,,Y
CUST00172,Aadhya Joshi,aadhya.joshi172@yahoo.com,+918284118506,Hyderabad,Platinum,2025-01-23,,Y
CUST00784,Karthik Shetty,karthik.shetty784@rediffmail.com,+918046489529,Chennai,Silver,2025-01-01,2025-02-22,N
CUST00850,Ayaan Iyer,,+919850442575,,Silver,2025-01-05,,Y
CUST00620,Pooja Kulkarni,,+919736580157,,Bronze,2025-01-16,,Y
CUST00450,Arjun Nair,arjun.nair450@gmail.com,+916993756265,,Platinum,2025-01-08,,Y
CUST00608,Suresh Bose,suresh.bose608@gmail.com,+917767914639,Chennai,Platinum,2025-04-12,,Y
CUST01089,Arun Verma,arun.verma1089@rediffmail.com,+918046843509,Chennai,Silver,2025-02-04,,Y
CUST00184,Rohan Naidu,rohan.naidu184@yahoo.com,,Hyderabad,Platinum,2024-12-22,2025-02-18,N
CUST00559,Gayathri Bose,gayathri.bose559@gmail.com,+919422403150,Chennai,Silver,2024-12-25,,Y
CUST00940,Aadhya Sharma,,,Mumbai,Gold,2024-12-26,2025-01-21,N
CUST00915,Aarav Khan,aarav.khan915@outlook.com,+918380380732,Bangalore,Bronze,2025-01-09,,Y
CUST00904,Pranav Naidu,pranav.naidu904@yahoo.com,,,Silver,2024-12-31,2025-02-03,N
CUST00567,Aadhya Rao,aadhya.rao567@yahoo.com,+918873745003,Chennai,Silver,2024-12-31,,Y
CUST00425,Pranav Krishnan,,+918330349199,Mumbai,Gold,2025-02-07,,Y
CUST00162,Aarav Chopra,aarav.chopra162@rediffmail.com,+917436966044,Hyderabad,Bronze,2025-01-11,2025-02-06,N
CUST00034,Nikhil Joshi,nikhil.joshi34@outlook.com,+916804998562,Mumbai,Silver,2024-12-27,,Y
CUST00575,Ishaan Chopra,ishaan.chopra575@rediffmail.com,,Hyderabad,Bronze,2025-02-13,,Y
CUST00726,Aarav Sharma,,+917196612094,Hyderabad,Gold,2025-01-19,,Y
CUST00925,Karthik Subramanian,karthik.subramanian925@rediffmail.com,+917818069755,Bangalore,Platinum,2024-12-20,,Y
CUST00150,Aadhya Reddy,,+918633788960,Mumbai,Bronze,2024-12-25,,Y
CUST00214,Vivaan Krishnan,vivaan.krishnan214@yahoo.com,+919007716691,Mumbai,Silver,2025-01-07,2025-03-03,N
CUST00983,Diya Rao,diya.rao983@yahoo.com,,,Bronze,2025-01-12,,Y
CUST00094,Sneha Patel,,+919805023626,Mumbai,Bronze,2025-02-23,2025-04-15,N
CUST00367,Reyansh Joshi,reyansh.joshi367@rediffmail.com,+917161636551,Mumbai,Platinum,2024-12-27,,Y
CUST00857,Arjun Krishnan,arjun.krishnan857@rediffmail.com,+916252255983,,Gold,2025-01-20,2025-03-20,N
CUST00350,Rahul Menon,rahul.menon350@rediffmail.com,,Mumbai,Silver,2025-04-15,,Y
CUST00040,Ayaan Menon,ayaan.menon40@yahoo.com,+919424157024,Hyderabad,Silver,2025-01-18,,Y
CUST00154,Ayaan Shetty,ayaan.shetty154@rediffmail.com,+918569373368,Hyderabad,Bronze,2025-01-23,2025-03-16,N
CUST00480,Aditya Rao,aditya.rao480@yahoo.com,,Bangalore,Bronze,2024-12-24,,Y
CUST00604,Ayaan Nair,ayaan.nair604@gmail.com,+916500421224,Bangalore,Gold,2025-01-16,,Y
CUST00862,Lakshmi Chopra,,+919897835383,Hyderabad,Bronze,2025-01-18,2025-03-07,N
CUST00294,Arjun Das,arjun.das294@gmail.com,+919625049304,,Silver,2025-01-11,,Y
CUST01033,Arjun Singh,arjun.singh1033@rediffmail.com,,,Silver,2025-01-23,,Y
CUST00734,Arun Krishnan,arun.krishnan734@rediffmail.com,+916054990494,Chennai,Bronze,2025-01-02,2025-02-05,N
CUST00103,Ira Gupta,ira.gupta103@gmail.com,+919198759850,Chennai,Bronze,2025-02-28,,Y
CUST00274,Reyansh Chopra,,+919821944799,Mumbai,Bronze,2024-12-30,,Y
CUST00146,Arun Bose,,+918396851129,Bangalore,Gold,2024-12-29,,Y
CUST00853,Diya Krishnan,diya.krishnan853@rediffmail.com,+916560046601,Mumbai,Bronze,2024-12-30,,Y
CUST00010,Ananya Bose,ananya.bose10@outlook.com,+916776878115,Bangalore,Silver,2025-02-18,,Y
CUST00405,Swetha Iyer,swetha.iyer405@yahoo.com,+919930451778,Hyderabad,Gold,2025-01-13,,Y
CUST00814,Madhavi Krishnan,madhavi.krishnan814@gmail.com,+919185245103,,Silver,2025-03-21,,Y
CUST01099,Karthik Khan,,,Chennai,Gold,2025-01-24,2025-03-23,N
CUST00139,Sneha Das,sneha.das139@rediffmail.com,,Bangalore,Silver,2024-12-26,2025-02-21,N
CUST01037,Suresh Pillai,suresh.pillai1037@rediffmail.com,+919409437244,Mumbai,Platinum,2025-01-07,,Y
CUST00415,Navya Joshi,navya.joshi415@gmail.com,,Hyderabad,Bronze,2025-01-14,,Y
CUST01113,Ira Kulkarni,,+919606045267,Mumbai,Gold,2024-12-26,2025-01-20,N
CUST00651,Keerthi Pillai,keerthi.pillai651@outlook.com,+918191830905,,Bronze,2024-12-27,,Y
CUST00675,Sai Rao,sai.rao675@gmail.com,+916156139635,Mumbai,Platinum,2025-01-27,,Y
CUST00810,Pranav Krishnan,pranav.krishnan810@yahoo.com,+918197065943,Hyderabad,Bronze,2024-12-25,,Y
CUST00664,Suresh Deshmukh,suresh.deshmukh664@rediffmail.com,,,Platinum,2025-01-20,2025-02-16,N
CUST00026,Rohan Menon,rohan.menon26@rediffmail.com,+916887105940,Chennai,Bronze,2024-12-26,,Y
CUST00557,Ishaan Khan,ishaan.khan557@gmail.com,+919008275014,,Bronze,2025-03-10,,Y
CUST00597,Diya Sharma,,,,Gold,2025-01-27,2025-03-24,N
CUST00672,Reyansh Sharma,reyansh.sharma672@yahoo.com,,Chennai,Gold,2024-12-30,,Y
CUST01096,Harsha Shetty,,,Mumbai,Platinum,2024-12-21,,Y
CUST00093,Saanvi Sharma,saanvi.sharma93@gmail.com,,Mumbai,Silver,2025-01-16,,Y
CUST00859,Aadhya Mehta,aadhya.mehta859@yahoo.com,,Chennai,Silver,2025-02-27,,Y
CUST00063,Meera Singh,meera.singh63@gmail.com,+919232974466,Hyderabad,Bronze,2024-12-27,,Y
CUST00349,Anika Kumar,anika.kumar349@outlook.com,,,Platinum,2024-12-26,,Y
CUST00002,Saanvi Naidu,saanvi.naidu2@gmail.com,+916666776593,Mumbai,Bronze,2024-12-26,,Y
CUST00798,Vihaan Kulkarni,vihaan.kulkarni798@gmail.com,+917934704166,Chennai,Gold,2024-12-25,,Y
CUST00020,Pranav Das,pranav.das20@outlook.com,+918643931048,Mumbai,Bronze,2024-12-23,,Y
CUST00212,Reyansh Mehta,reyansh.mehta212@rediffmail.com,,,Silver,2025-01-10,,Y
CUST00386,Arun Gupta,,+917788992750,,Bronze,2025-01-08,,Y
CUST00408,Vihaan Deshmukh,vihaan.deshmukh408@rediffmail.com,+918740043683,Chennai,Platinum,2025-01-10,,Y
CUST00282,Meera Rao,meera.rao282@rediffmail.com,+917706699963,,Gold,2025-02-18,,Y
CUST00399,Aditya Kumar,aditya.kumar399@gmail.com,,,Silver,2025-01-10,,Y
CUST00908,Harsha Deshmukh,harsha.deshmukh908@yahoo.com,+918545240954,Chennai,Platinum,2025-01-24,,Y
CUST00964,Rohan Menon,rohan.menon964@rediffmail.com,+916140298562,Mumbai,Gold,2025-01-02,2025-02-22,N
CUST00102,Ira Rao,ira.rao102@rediffmail.com,+916550722566,,Gold,2025-03-01,,Y
CUST00913,Vihaan Subramanian,vihaan.subramanian913@yahoo.com,+918939691149,Mumbai,Silver,2025-01-12,,Y
CUST00487,Anika Krishnan,anika.krishnan487@outlook.com,+917384237833,Chennai,Silver,2025-01-23,2025-03-18,N
CUST00269,Saanvi Iyer,saanvi.iyer269@outlook.com,,Hyderabad,Gold,2025-01-11,,Y
CUST01099,Karthik Khan,karthik.khan1099@yahoo.com,+918488967702,Chennai,Platinum,2025-03-24,,Y
CUST00910,Swetha Reddy,,+918000769870,Bangalore,Gold,2024-12-28,,Y
CUST00587,Priya Shetty,priya.shetty587@yahoo.com,+918050400498,Hyderabad,Bronze,2024-12-28,2025-01-30,N
CUST00059,Navya Sharma,navya.sharma59@rediffmail.com,+918415836080,Bangalore,Silver,2025-02-04,,Y
CUST00890,Vivaan Rao,vivaan.rao890@outlook.com,,Hyderabad,Platinum,2025-01-11,2025-03-07,N
CUST00936,Pranav Reddy,pranav.reddy936@yahoo.com,+916013069090,Hyderabad,Platinum,2025-02-17,,Y
CUST00529,Manoj Krishnan,manoj.krishnan529@outlook.com,,Chennai,Silver,2024-12-29,2025-02-20,N
CUST00218,Sneha Mehta,sneha.mehta218@outlook.com,+916345545474,Chennai,Bronze,2024-12-28,2025-01-22,N
CUST00969,Ira Chopra,ira.chopra969@yahoo.com,,,Silver,2024-12-29,2025-02-12,N
CUST00674,Aarav Reddy,aarav.reddy674@gmail.com,+917688538381,,Silver,2025-01-07,,Y
CUST00296,Aadhya Joshi,aadhya.joshi296@rediffmail.com,+916059446152,Hyderabad,Bronze,2025-03-10,,Y
CUST00758,Manoj Iyer,,,Chennai,Platinum,2025-02-09,,Y
CUST01006,Myra Nair,myra.nair1006@yahoo.com,+916752327125,,Gold,2025-01-24,2025-03-10,N
CUST00287,Kavya Joshi,kavya.joshi287@gmail.com,+919812324693,Mumbai,Gold,2025-01-10,,Y
CUST00126,Reyansh Menon,,,Hyderabad,Silver,2024-12-28,,Y
CUST00570,Pooja Subramanian,pooja.subramanian570@rediffmail.com,,Hyderabad,Silver,2025-01-19,,Y
CUST00843,Kavya Gupta,kavya.gupta843@yahoo.com,,Bangalore,Gold,2024-12-30,,Y
CUST00739,Ira Joshi,ira.joshi739@gmail.com,+919329780008,,Bronze,2025-01-21,,Y
CUST00474,Lakshmi Chopra,,+919022198452,Bangalore,Platinum,2025-01-08,,Y
CUST00997,Ananya Menon,ananya.menon997@yahoo.com,+917345834279,Chennai,Bronze,2025-01-03,,Y
CUST00868,Saanvi Reddy,,+919301251046,Bangalore,Gold,2025-02-05,,Y
CUST00552,Lakshmi Iyer,,+916839226317,Chennai,Platinum,2025-01-01,2025-01-27,N
CUST00737,Swetha Khan,swetha.khan737@outlook.com,+919256782477,Chennai,Bronze,2025-03-14,2025-05-01,N
CUST01078,Arjun Menon,arjun.menon1078@outlook.com,+916294770891,Bangalore,Bronze,2025-03-18,2025-05-02,N
CUST00303,Diya Das,diya.das303@rediffmail.com,+918857846561,Bangalore,Silver,2025-01-05,,Y
CUST01095,Pranav Menon,pranav.menon1095@outlook.com,+919170664384,,Platinum,2024-12-24,,Y
CUST00162,Aarav Chopra,aarav.chopra162@rediffmail.com,+917436966044,Hyderabad,Platinum,2025-02-07,,Y
CUST00514,Diya Singh,diya.singh514@yahoo.com,,Bangalore,Silver,2025-01-16,,Y
CUST00756,Navya Deshmukh,navya.deshmukh756@gmail.com,+919624014079,Mumbai,Gold,2025-01-05,,Y
CUST00631,Reyansh Iyer,reyansh.iyer631@outlook.com,+918862134508,Chennai,Gold,2024-12-28,,Y
CUST00647,Nandini Kulkarni,nandini.kulkarni647@outlook.com,+917034515441,Bangalore,Silver,2025-02-21,,Y
CUST00666,Ishaan Shetty,ishaan.shetty666@rediffmail.com,,Bangalore,Silver,2024-12-25,,Y
CUST00482,Gayathri Mehta,gayathri.mehta482@yahoo.com,+917786330037,Chennai,Gold,2024-12-21,2025-02-04,N
CUST00676,Pranav Deshmukh,pranav.deshmukh676@gmail.com,+919406650792,Mumbai,Platinum,2025-04-19,,Y
CUST00970,Pranav Nair,,+917360093686,Chennai,Bronze,2025-03-07,2025-04-02,N
CUST01026,Arun Reddy,arun.reddy1026@rediffmail.com,+916982287564,Bangalore,Gold,2025-03-13,2025-04-09,N
CUST01091,Ishaan Sharma,,+919379152051,Bangalore,Silver,2025-01-12,2025-02-22,N
CUST00930,Harsha Mehta,,+918114848341,Hyderabad,Bronze,2025-03-25,,Y
CUST00122,Pranav Joshi,pranav.joshi122@gmail.com,,Chennai,Silver,2025-01-23,,Y
CUST00095,Keerthi Das,keerthi.das95@outlook.com,+916473862106,Chennai,Gold,2024-12-20,,Y
CUST00839,Arun Verma,arun.verma839@yahoo.com,,Mumbai,Platinum,2025-03-03,2025-04-29,N
CUST00827,Karthik Deshmukh,karthik.deshmukh827@yahoo.com,+916406965921,,Platinum,2025-02-11,,Y
CUST01132,Suresh Patel,suresh.patel1132@outlook.com,,,Bronze,2025-01-18,,Y
CUST00737,Swetha Khan,swetha.khan737@outlook.com,,Bangalore,Bronze,2025-05-02,,Y
CUST00148,Keerthi Bose,keerthi.bose148@gmail.com,+917744591646,Bangalore,Platinum,2025-01-17,,Y
CUST00180,Ira Gupta,,+917531265368,Chennai,Bronze,2025-02-17,,Y
CUST00751,Vikram Shetty,vikram.shetty751@yahoo.com,,Mumbai,Gold,2024-12-22,,Y
CUST00380,Sai Naidu,,+918067357834,Mumbai,Silver,2024-12-25,,Y
CUST00921,Suresh Chopra,suresh.chopra921@outlook.com,,Bangalore,Gold,2025-03-02,,Y
CUST00800,Suresh Bose,suresh.bose800@rediffmail.com,+919407537585,Hyderabad,Gold,2025-03-31,,Y
CUST00823,Gayathri Rao,gayathri.rao823@yahoo.com,+917619664354,Bangalore,Platinum,2025-01-10,,Y
CUST00416,Gayathri Krishnan,gayathri.krishnan416@gmail.com,,Bangalore,Platinum,2025-01-14,,Y
CUST00977,Ayaan Reddy,ayaan.reddy977@yahoo.com,+917045601202,,Gold,2024-12-20,,Y
CUST01053,Vivaan Deshmukh,,+919355596565,,Silver,2025-01-19,,Y
CUST00890,Vivaan Rao,vivaan.rao890@outlook.com,,,Platinum,2025-03-08,,Y
CUST01128,Rohan Reddy,,+918694391382,Hyderabad,Bronze,2025-01-30,,Y
CUST00102,Ira Rao,ira.rao102@rediffmail.com,+916550722566,Bangalore,Silver,2025-01-22,2025-02-28,N
CUST00990,Rahul Rao,,+917396577165,Hyderabad,Gold,2025-02-09,,Y
CUST00639,Arun Chopra,arun.chopra639@rediffmail.com,+919872894126,,Gold,2025-01-06,2025-02-21,N
CUST00353,Swetha Joshi,swetha.joshi353@outlook.com,+918622297298,,Platinum,2025-01-19,,Y
CUST00569,Sneha Nair,sneha.nair569@rediffmail.com,+918058709572,Hyderabad,Silver,2025-01-23,,Y
CUST00539,Aarav Kulkarni,aarav.kulkarni539@outlook.com,+917693950937,Bangalore,Gold,2025-01-12,,Y
CUST01040,Aarav Nair,aarav.nair1040@rediffmail.com,+919334577834,Bangalore,Gold,2025-01-30,,Y
CUST00085,Nandini Kumar,,,Chennai,Gold,2025-01-24,,Y
CUST00305,Krishna Pillai,krishna.pillai305@rediffmail.com,+918396027645,Mumbai,Platinum,2025-01-04,,Y
CUST00135,Divya Menon,,,Bangalore,Gold,2025-01-18,2025-03-06,N
CUST00775,Divya Gupta,divya.gupta775@gmail.com,+919061075648,,Bronze,2025-01-20,,Y
CUST00503,Ananya Deshmukh,,,Chennai,Platinum,2024-12-28,,Y
CUST00022,Pranav Subramanian,pranav.subramanian22@yahoo.com,+916347935612,Hyderabad,Silver,2025-03-20,,Y
CUST00777,Pooja Deshmukh,pooja.deshmukh777@gmail.com,,Hyderabad,Gold,2025-01-14,,Y
CUST00082,Pooja Kulkarni,pooja.kulkarni82@yahoo.com,+917261394381,,Bronze,2025-02-18,,Y
CUST00785,Nandini Pillai,,+917275084127,,Platinum,2025-01-14,,Y
CUST00799,Gayathri Bose,gayathri.bose799@yahoo.com,+917823049481,Chennai,Silver,2025-01-10,2025-02-17,N
CUST00486,Meera Mehta,meera.mehta486@yahoo.com,,,Bronze,2025-03-14,,Y
CUST00930,Harsha Mehta,harsha.mehta930@outlook.com,+918114848341,Hyderabad,Gold,2025-02-04,2025-03-24,N
CUST01034,Kavya Krishnan,kavya.krishnan1034@gmail.com,+917430002961,Chennai,Gold,2025-01-22,2025-03-13,N
CUST00461,Diya Naidu,,+919696394008,Hyderabad,Gold,2024-12-20,,Y
CUST00847,Divya Pillai,,+917173212293,Mumbai,Gold,2025-01-19,2025-03-15,N
CUST00832,Rohan Menon,rohan.menon832@yahoo.com,+917815045494,Chennai,Bronze,2025-01-14,2025-02-11,N
CUST01081,Nikhil Patel,,+918437104708,Chennai,Gold,2025-01-18,,Y
CUST00106,Nikhil Joshi,,+916663238618,Hyderabad,Platinum,2025-01-20,,Y
CUST01028,Priya Kumar,priya.kumar1028@rediffmail.com,,,Silver,2025-01-12,,Y
CUST00900,Ira Singh,ira.singh900@gmail.com,,,Silver,2025-01-10,,Y
CUST00428,Aditya Shetty,aditya.shetty428@yahoo.com,+916056469551,,Bronze,2025-04-13,,Y
CUST00059,Navya Sharma,,+918415836080,Bangalore,Gold,2024-12-24,2025-02-03,N
CUST00727,Krishna Verma,krishna.verma727@yahoo.com,,Mumbai,Gold,2024-12-27,2025-02-24,N
CUST00760,Swetha Rao,,+916744902788,Chennai,Gold,2024-12-21,,Y
CUST00110,Priya Pillai,,+919983655473,Bangalore,Bronze,2025-01-05,2025-02-07,N
CUST00542,Aarav Subramanian,,+916596118242,,Bronze,2025-03-10,,Y
CUST00754,Harsha Patel,,+917409763385,,Platinum,2025-01-10,,Y
CUST00438,Vikram Reddy,vikram.reddy438@rediffmail.com,+917992529076,Chennai,Silver,2025-01-21,2025-03-03,N
CUST00951,Aarav Reddy,,,Hyderabad,Platinum,2025-03-25,,Y
CUST01056,Vikram Naidu,,+916381101142,Bangalore,Silver,2025-01-04,,Y
CUST00858,Vihaan Sharma,vihaan.sharma858@outlook.com,+917311092178,,Gold,2025-02-13,2025-03-27,N
CUST00383,Rohan Naidu,,,Hyderabad,Gold,2024-12-25,2025-02-05,N
CUST00110,Priya Pillai,,+919983655473,Chennai,Bronze,2025-02-08,,Y
CUST00251,Vikram Verma,vikram.verma251@outlook.com,+918915437131,Hyderabad,Gold,2024-12-28,,Y
CUST01068,Vivaan Das,vivaan.das1068@yahoo.com,+919957879626,Chennai,Gold,2024-12-27,2025-02-13,N
CUST00187,Meera Khan,,+918200471970,Hyderabad,Silver,2025-01-12,2025-03-06,N
CUST00825,Meera Deshmukh,meera.deshmukh825@rediffmail.com,,Bangalore,Bronze,2025-04-26,,Y
CUST00870,Pranav Deshmukh,pranav.deshmukh870@yahoo.com,,,Silver,2024-12-23,,Y
CUST00097,Rohan Patel,,,,Platinum,2025-01-14,,Y
CUST00906,Reyansh Krishnan,reyansh.krishnan906@rediffmail.com,+916403513263,,Platinum,2025-01-15,,Y
CUST00599,Swetha Subramanian,swetha.subramanian599@gmail.com,+919564858715,Chennai,Gold,2024-12-26,,Y
CUST01098,Sai Nair,sai.nair1098@outlook.com,+916397561453,,Silver,2025-01-05,,Y
CUST00593,Nandini Subramanian,,+916933191659,Hyderabad,Gold,2025-01-05,,Y
CUST00578,Nandini Menon,nandini.menon578@rediffmail.com,+919569662007,Hyderabad,Bronze,2025-03-06,,Y
CUST01025,Vihaan Singh,vihaan.singh1025@outlook.com,+917355471313,,Gold,2025-01-24,,Y
CUST01022,Krishna Naidu,,+919437760262,Bangalore,Bronze,2025-01-09,,Y
CUST00935,Aadhya Verma,aadhya.verma935@rediffmail.com,+919940354940,Mumbai,Bronze,2025-01-05,,Y
CUST00527,Sai Verma,sai.verma527@gmail.com,+917463748773,,Gold,2025-02-27,,Y
CUST00805,Myra Verma,,+916183582187,Mumbai,Platinum,2025-01-25,,Y
CUST00228,Keerthi Nair,keerthi.nair228@yahoo.com,+917824953090,Mumbai,Silver,2025-01-16,,Y
CUST00049,Lakshmi Bose,lakshmi.bose49@outlook.com,+917346279086,Bangalore,Silver,2025-01-06,,Y
CUST00170,Ira Das,ira.das170@outlook.com,+919773259103,Chennai,Bronze,2025-01-21,,Y
CUST00542,Aarav Subramanian,aarav.subramanian542@outlook.com,+916596118242,,Bronze,2025-01-19,2025-03-09,N
CUST00748,Aarav Kulkarni,,+918046682145,Bangalore,Gold,2025-01-17,,Y
CUST00291,Karthik Joshi,karthik.joshi291@outlook.com,,,Platinum,2025-02-04,,Y
CUST00645,Diya Iyer,diya.iyer645@gmail.com,+918417062121,,Bronze,2024-12-27,,Y
CUST00655,Myra Joshi,myra.joshi655@gmail.com,+917999201232,,Bronze,2024-12-24,,Y
CUST01114,Keerthi Kumar,keerthi.kumar1114@yahoo.com,+916971217867,Hyderabad,Silver,2024-12-20,,Y
